Country,País,Year,Sector,%GDP,ISO3
Slovenia,Eslovenia,2021,Higher education sector,0.26,SVN
Slovakia,Eslovaquia,2021,Higher education sector,0.23,SVK
Finland,Finlandia,2021,Higher education sector,0.7,FIN
Sweden,Suecia,2021,Higher education sector,0.79,SWE
Iceland,Islandia,2021,Higher education sector,0.71,ISL
Norway,Noruega,2021,Higher education sector,0.62,NOR
Switzerland,Suiza,2021,Higher education sector,0.93,CHE
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,Higher education sector,0.11,BIH
Serbia,Serbia,2021,Higher education sector,0.27,SRB
Türkiye,Turquía,2021,Higher education sector,0.48,TUR
United States,Estados Unidos,2021,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2021,Higher education sector,0.19,CHN
Japan,Japón,2021,Higher education sector,0.39,JPN
South Korea,Corea del Sur,2021,Higher education sector,0.42,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,Higher education sector,0.48,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Higher education sector,0.47,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Higher education sector,0.47,EMU
Belgium,Bélgica,2022,Higher education sector,0.56,BEL
Bulgaria,Bulgaria,2022,Higher education sector,0.05,BGR
Czechia,Chequia,2022,Higher education sector,0.37,CZE
Denmark,Dinamarca,2022,Higher education sector,1.01,DNK
Germany,Alemania,2022,Higher education sector,0.56,DEU
Estonia,Estonia,2022,Higher education sector,0.58,EST
Ireland,Irlanda,2022,Higher education sector,0.16,IRL
Greece,Grecia,2022,Higher education sector,0.44,GRC
Spain,España,2022,Higher education sector,0.37,ESP
France,Francia,2022,Higher education sector,0.45,FRA
Croatia,Croacia,2022,Higher education sector,0.4,HRV
Italy,Italia,2022,Higher education sector,0.34,ITA
Cyprus,Chipre,2022,Higher education sector,0.26,CYP
Latvia,Letonia,2022,Higher education sector,0.38,LVA
Lithuania,Lituania,2022,Higher education sector,0.37,LTU
Luxembourg,Luxemburgo,2022,Higher education sector,0.27,LUX
Hungary,Hungría,2022,Higher education sector,0.21,HUN
Malta,Malta,2022,Higher education sector,0.21,MLT
Netherlands,Países Bajos,2022,Higher education sector,0.58,NLD
Austria,Austria,2022,Higher education sector,0.73,AUT
Poland,Polonia,2022,Higher education sector,0.46,POL
Portugal,Portugal,2022,Higher education sector,0.53,PRT
Romania,Rumanía,2022,Higher education sector,0.04,ROU
Slovenia,Eslovenia,2022,Higher education sector,0.27,SVN
Slovakia,Eslovaquia,2022,Higher education sector,0.25,SVK
Finland,Finlandia,2022,Higher education sector,0.71,FIN
Sweden,Suecia,2022,Higher education sector,0.76,SWE
Iceland,Islandia,2022,Higher education sector,0.65,ISL
Norway,Noruega,2022,Higher education sector,0.51,NOR
Switzerland,Suiza,2022,Higher education sector,0.9,CHE
North Macedonia,Macedonia del Norte,2022,Higher education sector,0.24,MKD
Serbia,Serbia,2022,Higher education sector,0.28,SRB
Türkiye,Turquía,2022,Higher education sector,0.45,TUR
United States,Estados Unidos,2022,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2022,Higher education sector,0.2,CHN
Japan,Japón,2022,Higher education sector,0.39,JPN
South Korea,Corea del Sur,2022,Higher education sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Higher education sector,0.48,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Higher education sector,0.47,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Higher education sector,0.47,EMU
Belgium,Bélgica,2023,Higher education sector,0.54,BEL
Bulgaria,Bulgaria,2023,Higher education sector,0.05,BGR
Czechia,Chequia,2023,Higher education sector,0.34,CZE
Denmark,Dinamarca,2023,Higher education sector,1.06,DNK
Germany,Alemania,2023,Higher education sector,0.54,DEU
Estonia,Estonia,2023,Higher education sector,0.6,EST
Ireland,Irlanda,2023,Higher education sector,0.18,IRL
Greece,Grecia,2023,Higher education sector,0.44,GRC
Spain,España,2023,Higher education sector,0.38,ESP
France,Francia,2023,Higher education sector,0.46,FRA
Croatia,Croacia,2023,Higher education sector,0.39,HRV
Italy,Italia,2023,Higher education sector,0.33,ITA
Cyprus,Chipre,2023,Higher education sector,0.25,CYP
Latvia,Letonia,2023,Higher education sector,0.37,LVA
Lithuania,Lituania,2023,Higher education sector,0.45,LTU
Luxembourg,Luxemburgo,2023,Higher education sector,0.28,LUX
Hungary,Hungría,2023,Higher education sector,0.22,HUN
Malta,Malta,2023,Higher education sector,0.26,MLT
Netherlands,Países Bajos,2023,Higher education sector,0.54,NLD
Austria,Austria,2023,Higher education sector,0.76,AUT
Poland,Polonia,2023,Higher education sector,0.52,POL
Portugal,Portugal,2023,Higher education sector,0.51,PRT
Romania,Rumanía,2023,Higher education sector,0.06,ROU
Slovenia,Eslovenia,2023,Higher education sector,0.29,SVN
Slovakia,Eslovaquia,2023,Higher education sector,0.27,SVK
Finland,Finlandia,2023,Higher education sector,0.75,FIN
Sweden,Suecia,2023,Higher education sector,0.77,SWE
Iceland,Islandia,2023,Higher education sector,0.6,ISL
Norway,Noruega,2023,Higher education sector,0.58,NOR
Serbia,Serbia,2023,Higher education sector,0.26,SRB
European Union - 27 countries (from 2020),Unión Europea (27 países),2012,Private non-profit sector,0.02,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2012,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2012,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2012,Private non-profit sector,0.01,BEL
Bulgaria,Bulgaria,2012,Private non-profit sector,0.01,BGR
Czechia,Chequia,2012,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2012,Private non-profit sector,0.01,DNK
Estonia,Estonia,2012,Private non-profit sector,0.02,EST
Greece,Grecia,2012,Private non-profit sector,0.01,GRC
Spain,España,2012,Private non-profit sector,0.0,ESP
France,Francia,2012,Private non-profit sector,0.03,FRA
Italy,Italia,2012,Private non-profit sector,0.04,ITA
Cyprus,Chipre,2012,Private non-profit sector,0.06,CYP
Luxembourg,Luxemburgo,2012,Private non-profit sector,0.0,LUX
Austria,Austria,2012,Private non-profit sector,0.01,AUT
Poland,Polonia,2012,Private non-profit sector,0.0,POL
Portugal,Portugal,2012,Private non-profit sector,0.12,PRT
Romania,Rumanía,2012,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2012,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2012,Private non-profit sector,0.0,SVK
Finland,Finlandia,2012,Private non-profit sector,0.02,FIN
Sweden,Suecia,2012,Private non-profit sector,0.01,SWE
Switzerland,Suiza,2012,Private non-profit sector,0.05,CHE
United Kingdom,Reino Unido,2012,Private non-profit sector,0.03,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2012,Private non-profit sector,0.0,BIH
Serbia,Serbia,2012,Private non-profit sector,0.0,SRB
Russia,Rusia,2012,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2012,Private non-profit sector,0.11,USA
Japan,Japón,2012,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2012,Private non-profit sector,0.05,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2013,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2013,Private non-profit sector,0.01,BEL
Bulgaria,Bulgaria,2013,Private non-profit sector,0.0,BGR
Czechia,Chequia,2013,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2013,Private non-profit sector,0.01,DNK
Estonia,Estonia,2013,Private non-profit sector,0.02,EST
Greece,Grecia,2013,Private non-profit sector,0.01,GRC
Spain,España,2013,Private non-profit sector,0.0,ESP
France,Francia,2013,Private non-profit sector,0.03,FRA
Italy,Italia,2013,Private non-profit sector,0.04,ITA
Cyprus,Chipre,2013,Private non-profit sector,0.06,CYP
Netherlands,Países Bajos,2013,Private non-profit sector,0.0,NLD
Austria,Austria,2013,Private non-profit sector,0.01,AUT
Poland,Polonia,2013,Private non-profit sector,0.0,POL
Portugal,Portugal,2013,Private non-profit sector,0.02,PRT
Romania,Rumanía,2013,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2013,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2013,Private non-profit sector,0.0,SVK
Finland,Finlandia,2013,Private non-profit sector,0.02,FIN
Sweden,Suecia,2013,Private non-profit sector,0.01,SWE
Iceland,Islandia,2013,Private non-profit sector,0.0,ISL
United Kingdom,Reino Unido,2013,Private non-profit sector,0.03,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2013,Private non-profit sector,0.0,BIH
Montenegro,Montenegro,2013,Private non-profit sector,0.01,MNE
Serbia,Serbia,2013,Private non-profit sector,0.0,SRB
Russia,Rusia,2013,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2013,Private non-profit sector,0.11,USA
Japan,Japón,2013,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2013,Private non-profit sector,0.05,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2014,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2014,Private non-profit sector,0.01,BEL
Bulgaria,Bulgaria,2014,Private non-profit sector,0.01,BGR
Czechia,Chequia,2014,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2014,Private non-profit sector,0.01,DNK
Estonia,Estonia,2014,Private non-profit sector,0.02,EST
Greece,Grecia,2014,Private non-profit sector,0.01,GRC
Spain,España,2014,Private non-profit sector,0.0,ESP
France,Francia,2014,Private non-profit sector,0.03,FRA
Italy,Italia,2014,Private non-profit sector,0.04,ITA
Cyprus,Chipre,2014,Private non-profit sector,0.08,CYP
Netherlands,Países Bajos,2014,Private non-profit sector,0.0,NLD
Austria,Austria,2014,Private non-profit sector,0.01,AUT
Poland,Polonia,2014,Private non-profit sector,0.0,POL
Portugal,Portugal,2014,Private non-profit sector,0.02,PRT
Romania,Rumanía,2014,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2014,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2014,Private non-profit sector,0.0,SVK
Finland,Finlandia,2014,Private non-profit sector,0.02,FIN
Sweden,Suecia,2014,Private non-profit sector,0.01,SWE
Iceland,Islandia,2014,Private non-profit sector,0.0,ISL
United Kingdom,Reino Unido,2014,Private non-profit sector,0.03,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2014,Private non-profit sector,0.0,BIH
Montenegro,Montenegro,2014,Private non-profit sector,0.01,MNE
Serbia,Serbia,2014,Private non-profit sector,0.0,SRB
Russia,Rusia,2014,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2014,Private non-profit sector,0.11,USA
Japan,Japón,2014,Private non-profit sector,0.05,JPN
South Korea,Corea del Sur,2014,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2015,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2015,Private non-profit sector,0.01,BEL
Bulgaria,Bulgaria,2015,Private non-profit sector,0.01,BGR
Czechia,Chequia,2015,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2015,Private non-profit sector,0.01,DNK
Estonia,Estonia,2015,Private non-profit sector,0.03,EST
Greece,Grecia,2015,Private non-profit sector,0.01,GRC
Spain,España,2015,Private non-profit sector,0.0,ESP
France,Francia,2015,Private non-profit sector,0.03,FRA
Italy,Italia,2015,Private non-profit sector,0.04,ITA
Cyprus,Chipre,2015,Private non-profit sector,0.07,CYP
Netherlands,Países Bajos,2015,Private non-profit sector,0.0,NLD
Austria,Austria,2015,Private non-profit sector,0.02,AUT
Poland,Polonia,2015,Private non-profit sector,0.0,POL
Portugal,Portugal,2015,Private non-profit sector,0.02,PRT
Romania,Rumanía,2015,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2015,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2015,Private non-profit sector,0.0,SVK
Finland,Finlandia,2015,Private non-profit sector,0.02,FIN
Sweden,Suecia,2015,Private non-profit sector,0.01,SWE
Iceland,Islandia,2015,Private non-profit sector,0.0,ISL
Switzerland,Suiza,2015,Private non-profit sector,0.08,CHE
United Kingdom,Reino Unido,2015,Private non-profit sector,0.03,GBR
Montenegro,Montenegro,2015,Private non-profit sector,0.01,MNE
North Macedonia,Macedonia del Norte,2015,Private non-profit sector,0.0,MKD
Serbia,Serbia,2015,Private non-profit sector,0.0,SRB
Russia,Rusia,2015,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2015,Private non-profit sector,0.11,USA
Japan,Japón,2015,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2015,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2016,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2016,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2016,Private non-profit sector,0.0,BGR
Czechia,Chequia,2016,Private non-profit sector,0.0,CZE
Denmark,Dinamarca,2016,Private non-profit sector,0.01,DNK
Estonia,Estonia,2016,Private non-profit sector,0.02,EST
Greece,Grecia,2016,Private non-profit sector,0.01,GRC
Spain,España,2016,Private non-profit sector,0.0,ESP
France,Francia,2016,Private non-profit sector,0.04,FRA
Italy,Italia,2016,Private non-profit sector,0.03,ITA
Cyprus,Chipre,2016,Private non-profit sector,0.07,CYP
Netherlands,Países Bajos,2016,Private non-profit sector,0.0,NLD
Austria,Austria,2016,Private non-profit sector,0.02,AUT
Poland,Polonia,2016,Private non-profit sector,0.0,POL
Portugal,Portugal,2016,Private non-profit sector,0.02,PRT
Romania,Rumanía,2016,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2016,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2016,Private non-profit sector,0.0,SVK
Finland,Finlandia,2016,Private non-profit sector,0.02,FIN
Sweden,Suecia,2016,Private non-profit sector,0.01,SWE
United Kingdom,Reino Unido,2016,Private non-profit sector,0.04,GBR
Montenegro,Montenegro,2016,Private non-profit sector,0.02,MNE
North Macedonia,Macedonia del Norte,2016,Private non-profit sector,0.01,MKD
Serbia,Serbia,2016,Private non-profit sector,0.0,SRB
United States,Estados Unidos,2016,Private non-profit sector,0.12,USA
Japan,Japón,2016,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2016,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2017,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Private non-profit sector,0.01,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Private non-profit sector,0.01,EMU
Belgium,Bélgica,2017,Private non-profit sector,0.01,BEL
Bulgaria,Bulgaria,2017,Private non-profit sector,0.01,BGR
Czechia,Chequia,2017,Private non-profit sector,0.0,CZE
Denmark,Dinamarca,2017,Private non-profit sector,0.01,DNK
Estonia,Estonia,2017,Private non-profit sector,0.02,EST
Greece,Grecia,2017,Private non-profit sector,0.01,GRC
Spain,España,2017,Private non-profit sector,0.0,ESP
France,Francia,2017,Private non-profit sector,0.03,FRA
Italy,Italia,2017,Private non-profit sector,0.02,ITA
Cyprus,Chipre,2017,Private non-profit sector,0.06,CYP
Netherlands,Países Bajos,2017,Private non-profit sector,0.0,NLD
Austria,Austria,2017,Private non-profit sector,0.02,AUT
Poland,Polonia,2017,Private non-profit sector,0.0,POL
Portugal,Portugal,2017,Private non-profit sector,0.02,PRT
Romania,Rumanía,2017,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2017,Private non-profit sector,0.0,SVN
Slovakia,Eslovaquia,2017,Private non-profit sector,0.0,SVK
Finland,Finlandia,2017,Private non-profit sector,0.02,FIN
Sweden,Suecia,2017,Private non-profit sector,0.0,SWE
Iceland,Islandia,2017,Private non-profit sector,0.0,ISL
Switzerland,Suiza,2017,Private non-profit sector,0.08,CHE
United Kingdom,Reino Unido,2017,Private non-profit sector,0.04,GBR
Montenegro,Montenegro,2017,Private non-profit sector,0.01,MNE
North Macedonia,Macedonia del Norte,2017,Private non-profit sector,0.01,MKD
Serbia,Serbia,2017,Private non-profit sector,0.0,SRB
Russia,Rusia,2017,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2017,Private non-profit sector,0.12,USA
Japan,Japón,2017,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2017,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2018,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Private non-profit sector,0.01,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Private non-profit sector,0.01,EMU
Belgium,Bélgica,2018,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2018,Private non-profit sector,0.0,BGR
Czechia,Chequia,2018,Private non-profit sector,0.0,CZE
Denmark,Dinamarca,2018,Private non-profit sector,0.01,DNK
Estonia,Estonia,2018,Private non-profit sector,0.02,EST
Greece,Grecia,2018,Private non-profit sector,0.01,GRC
Spain,España,2018,Private non-profit sector,0.0,ESP
France,Francia,2018,Private non-profit sector,0.03,FRA
Italy,Italia,2018,Private non-profit sector,0.02,ITA
Cyprus,Chipre,2018,Private non-profit sector,0.07,CYP
Netherlands,Países Bajos,2018,Private non-profit sector,0.0,NLD
Austria,Austria,2018,Private non-profit sector,0.02,AUT
Poland,Polonia,2018,Private non-profit sector,0.0,POL
Portugal,Portugal,2018,Private non-profit sector,0.02,PRT
Romania,Rumanía,2018,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2018,Private non-profit sector,0.01,SVN
Slovakia,Eslovaquia,2018,Private non-profit sector,0.0,SVK
Finland,Finlandia,2018,Private non-profit sector,0.02,FIN
Sweden,Suecia,2018,Private non-profit sector,0.0,SWE
Iceland,Islandia,2018,Private non-profit sector,0.0,ISL
United Kingdom,Reino Unido,2018,Private non-profit sector,0.04,GBR
Montenegro,Montenegro,2018,Private non-profit sector,0.01,MNE
North Macedonia,Macedonia del Norte,2018,Private non-profit sector,0.01,MKD
Serbia,Serbia,2018,Private non-profit sector,0.0,SRB
Russia,Rusia,2018,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2018,Private non-profit sector,0.12,USA
Japan,Japón,2018,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2018,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2019,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Private non-profit sector,0.01,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Private non-profit sector,0.01,EMU
Belgium,Bélgica,2019,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2019,Private non-profit sector,0.01,BGR
Czechia,Chequia,2019,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2019,Private non-profit sector,0.01,DNK
Estonia,Estonia,2019,Private non-profit sector,0.02,EST
Greece,Grecia,2019,Private non-profit sector,0.01,GRC
Spain,España,2019,Private non-profit sector,0.0,ESP
France,Francia,2019,Private non-profit sector,0.04,FRA
Italy,Italia,2019,Private non-profit sector,0.03,ITA
Cyprus,Chipre,2019,Private non-profit sector,0.08,CYP
Netherlands,Países Bajos,2019,Private non-profit sector,0.0,NLD
Austria,Austria,2019,Private non-profit sector,0.02,AUT
Poland,Polonia,2019,Private non-profit sector,0.0,POL
Portugal,Portugal,2019,Private non-profit sector,0.03,PRT
Romania,Rumanía,2019,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2019,Private non-profit sector,0.01,SVN
Slovakia,Eslovaquia,2019,Private non-profit sector,0.0,SVK
Finland,Finlandia,2019,Private non-profit sector,0.02,FIN
Sweden,Suecia,2019,Private non-profit sector,0.0,SWE
Switzerland,Suiza,2019,Private non-profit sector,0.09,CHE
United Kingdom,Reino Unido,2019,Private non-profit sector,0.04,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2019,Private non-profit sector,0.0,BIH
Montenegro,Montenegro,2019,Private non-profit sector,0.0,MNE
North Macedonia,Macedonia del Norte,2019,Private non-profit sector,0.01,MKD
Serbia,Serbia,2019,Private non-profit sector,0.0,SRB
Russia,Rusia,2019,Private non-profit sector,0.0,RUS
United States,Estados Unidos,2019,Private non-profit sector,0.12,USA
Japan,Japón,2019,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2019,Private non-profit sector,0.06,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2020,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2020,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2020,Private non-profit sector,0.01,BGR
Czechia,Chequia,2020,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2020,Private non-profit sector,0.01,DNK
Estonia,Estonia,2020,Private non-profit sector,0.03,EST
Greece,Grecia,2020,Private non-profit sector,0.01,GRC
Spain,España,2020,Private non-profit sector,0.0,ESP
France,Francia,2020,Private non-profit sector,0.05,FRA
Italy,Italia,2020,Private non-profit sector,0.03,ITA
Cyprus,Chipre,2020,Private non-profit sector,0.11,CYP
Netherlands,Países Bajos,2020,Private non-profit sector,0.0,NLD
Austria,Austria,2020,Private non-profit sector,0.02,AUT
Poland,Polonia,2020,Private non-profit sector,0.0,POL
Portugal,Portugal,2020,Private non-profit sector,0.03,PRT
Romania,Rumanía,2020,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2020,Private non-profit sector,0.02,SVN
Slovakia,Eslovaquia,2020,Private non-profit sector,0.0,SVK
Finland,Finlandia,2020,Private non-profit sector,0.02,FIN
Sweden,Suecia,2020,Private non-profit sector,0.0,SWE
Bosnia and Herzegovina,Bosnia y Herzegovina,2020,Private non-profit sector,0.0,BIH
North Macedonia,Macedonia del Norte,2020,Private non-profit sector,0.0,MKD
Serbia,Serbia,2020,Private non-profit sector,0.0,SRB
United States,Estados Unidos,2020,Private non-profit sector,0.13,USA
Japan,Japón,2020,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2020,Private non-profit sector,0.08,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,Private non-profit sector,0.01,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Private non-profit sector,0.02,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Private non-profit sector,0.02,EMU
Belgium,Bélgica,2021,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2021,Private non-profit sector,0.0,BGR
Czechia,Chequia,2021,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2021,Private non-profit sector,0.01,DNK
Estonia,Estonia,2021,Private non-profit sector,0.02,EST
Greece,Grecia,2021,Private non-profit sector,0.01,GRC
Spain,España,2021,Private non-profit sector,0.0,ESP
France,Francia,2021,Private non-profit sector,0.05,FRA
Croatia,Croacia,2021,Private non-profit sector,0.0,HRV
Italy,Italia,2021,Private non-profit sector,0.03,ITA
Cyprus,Chipre,2021,Private non-profit sector,0.1,CYP
Luxembourg,Luxemburgo,2021,Private non-profit sector,0.0,LUX
Netherlands,Países Bajos,2021,Private non-profit sector,0.0,NLD
Austria,Austria,2021,Private non-profit sector,0.02,AUT
Poland,Polonia,2021,Private non-profit sector,0.0,POL
Portugal,Portugal,2021,Private non-profit sector,0.04,PRT
Romania,Rumanía,2021,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2021,Private non-profit sector,0.02,SVN
Slovakia,Eslovaquia,2021,Private non-profit sector,0.0,SVK
Finland,Finlandia,2021,Private non-profit sector,0.02,FIN
Sweden,Suecia,2021,Private non-profit sector,0.0,SWE
Switzerland,Suiza,2021,Private non-profit sector,0.09,CHE
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,Private non-profit sector,0.0,BIH
Serbia,Serbia,2021,Private non-profit sector,0.0,SRB
United States,Estados Unidos,2021,Private non-profit sector,0.12,USA
Japan,Japón,2021,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2021,Private non-profit sector,0.09,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,Private non-profit sector,0.03,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Private non-profit sector,0.04,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Private non-profit sector,0.04,EMU
Belgium,Bélgica,2022,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2022,Private non-profit sector,0.0,BGR
Czechia,Chequia,2022,Private non-profit sector,0.01,CZE
Denmark,Dinamarca,2022,Private non-profit sector,0.01,DNK
Germany,Alemania,2022,Private non-profit sector,0.07,DEU
Estonia,Estonia,2022,Private non-profit sector,0.01,EST
Greece,Grecia,2022,Private non-profit sector,0.01,GRC
Spain,España,2022,Private non-profit sector,0.0,ESP
France,Francia,2022,Private non-profit sector,0.04,FRA
Croatia,Croacia,2022,Private non-profit sector,0.0,HRV
Italy,Italia,2022,Private non-profit sector,0.02,ITA
Cyprus,Chipre,2022,Private non-profit sector,0.11,CYP
Luxembourg,Luxemburgo,2022,Private non-profit sector,0.0,LUX
Netherlands,Países Bajos,2022,Private non-profit sector,0.0,NLD
Austria,Austria,2022,Private non-profit sector,0.02,AUT
Poland,Polonia,2022,Private non-profit sector,0.0,POL
Portugal,Portugal,2022,Private non-profit sector,0.04,PRT
Romania,Rumanía,2022,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2022,Private non-profit sector,0.02,SVN
Slovakia,Eslovaquia,2022,Private non-profit sector,0.0,SVK
Finland,Finlandia,2022,Private non-profit sector,0.02,FIN
Sweden,Suecia,2022,Private non-profit sector,0.01,SWE
Norway,Noruega,2022,Private non-profit sector,0.0,NOR
North Macedonia,Macedonia del Norte,2022,Private non-profit sector,0.0,MKD
Serbia,Serbia,2022,Private non-profit sector,0.0,SRB
United States,Estados Unidos,2022,Private non-profit sector,0.11,USA
Japan,Japón,2022,Private non-profit sector,0.04,JPN
South Korea,Corea del Sur,2022,Private non-profit sector,0.1,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Private non-profit sector,0.03,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Private non-profit sector,0.04,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Private non-profit sector,0.04,EMU
Belgium,Bélgica,2023,Private non-profit sector,0.02,BEL
Bulgaria,Bulgaria,2023,Private non-profit sector,0.0,BGR
Czechia,Chequia,2023,Private non-profit sector,0.02,CZE
Denmark,Dinamarca,2023,Private non-profit sector,0.01,DNK
Germany,Alemania,2023,Private non-profit sector,0.07,DEU
Estonia,Estonia,2023,Private non-profit sector,0.02,EST
Ireland,Irlanda,2023,Private non-profit sector,0.0,IRL
Greece,Grecia,2023,Private non-profit sector,0.01,GRC
Spain,España,2023,Private non-profit sector,0.0,ESP
France,Francia,2023,Private non-profit sector,0.04,FRA
